appName,link,tags
MONOPOLY Poker,https://store.steampowered.com/app/1474700/MONOPOLY_Poker,"Casual,Multiplayer,Free to Play,Board Game,Simulation,Gambling,Strategy,Card Game,Turn-Based Tactics,PvP,3D,2D"
Insurgency,https://store.steampowered.com/app/222880/Insurgency,"FPS,Realistic,Tactical,Multiplayer,Shooter,Action,Military,Team-Based,Co-op,First-Person,War,Strategy,Online Co-Op,Competitive,Indie,Simulation,PvP,Singleplayer,Atmospheric,Adventure"
POSTAL 2,https://store.steampowered.com/app/223470/POSTAL_2,"Violent,Open World,Dark Humor,First-Person,Mature,Comedy,Funny,Sandbox,Moddable,Third Person,Gore,FPS,Action,Dark Comedy,Multiplayer,Shooter,Singleplayer,Classic,Adventure,Satire"
Russian Life Simulator,https://store.steampowered.com/app/1070330/Russian_Life_Simulator,"Simulation,Memes,Clicker,Singleplayer,2D,Indie,Action,Great Soundtrack,Strategy,Casual,Atmospheric,Sports,Life Sim,Relaxing,Story Rich,Family Friendly,Adventure,Lore-Rich,Character Customization,Stylized"
Outer Wilds,https://store.steampowered.com/app/753640/Outer_Wilds,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Indie,Sci-fi,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
Dota Underlords,https://store.steampowered.com/app/1046930/Dota_Underlords,"Free to Play,Strategy,Casual,Auto Battler,Multiplayer,Tactical,Turn-Based Tactics,Chess,Turn-Based,Mature,Competitive,Fantasy,Card Game,Board Game,Singleplayer,Deckbuilding,PvP,Co-op,Automation,MOBA"
EARTH DEFENSE FORCE 5,https://store.steampowered.com/app/1007040/EARTH_DEFENSE_FORCE_5,"Action,Online Co-Op,Third-Person Shooter,Mechs,Co-op,Aliens,Shooter,Local Co-Op,Sci-fi,Split Screen,Multiplayer,Funny,Class-Based,Anime,Difficult,Singleplayer,Third Person,Hack and Slash,Comedy,Female Protagonist"
Rec Room,https://store.steampowered.com/app/471710/Rec_Room,"Free to Play,VR,Multiplayer,Online Co-Op,Funny,Massively Multiplayer,First-Person,Casual,Adventure,Co-op,Sports,Sandbox,Family Friendly,Action,Simulation,Horror,Character Customization,3D,Action-Adventure,Singleplayer"
Warbox,https://store.steampowered.com/app/1550710/Warbox,"Sandbox,Physics,Gore,War,Realistic,Action,Character Customization,Singleplayer,Artificial Intelligence,Combat,Violent,PvE,Tactical,Early Access,Destruction,3D,Immersive Sim,Vehicular Combat,Blood,Military"
Executive Assault 2,https://store.steampowered.com/app/510500/Executive_Assault_2,"RTS,Building,Space Sim,Strategy,Base Building,Real-Time,Action,Space,Singleplayer,Multiplayer,FPS,Early Access,Sci-fi,First-Person,War,Shooter,Co-op,Action RTS,Robots,Real Time Tactics"
Kingdoms and Castles,https://store.steampowered.com/app/569480/Kingdoms_and_Castles,"City Builder,Colony Sim,Strategy,Medieval,Building,Simulation,Sandbox,Singleplayer,Resource Management,Base Building,Survival,Management,RTS,Economy,Action,Colorful,Great Soundtrack,Relaxing,Open World,Crafting"
Torque Drift,https://store.steampowered.com/app/1029550/Torque_Drift,"Free to Play,Racing,Multiplayer,Driving,Asynchronous Multiplayer,Controller,Automobile Sim,Realistic,Sports,eSports,PvP,Competitive,Open World,Arcade,3D,Physics,Singleplayer,Building,Addictive,Early Access"
Farmer's Dynasty,https://store.steampowered.com/app/678900/Farmers_Dynasty,"Simulation,Farming Sim,Life Sim,RPG,Agriculture,Singleplayer,Early Access,Building,Open World,Casual,Strategy,Realistic,Management,Crafting,Relaxing,First-Person,Driving,Family Friendly,Controller,Nature"
Police Shootout,https://store.steampowered.com/app/1279240/Police_Shootout,"Turn-Based Combat,Villain Protagonist,Simulation,Shooter,Indie,Singleplayer,First-Person,FPS,Violent,Action,Crime,Adventure,Tactical,Action-Adventure,Turn-Based Strategy,Turn-Based Tactics,Realistic,Inventory Management,Sandbox,Mature"
CAR TUNE: Project,https://store.steampowered.com/app/1020800/CAR_TUNE_Project,"Racing,Indie,Simulation,Early Access"
SKYHILL,https://store.steampowered.com/app/382140/SKYHILL,"Survival,Action Roguelike,Adventure,Indie,Post-apocalyptic,Roguelike,Simulation,Zombies,RPG,2D,Atmospheric,Singleplayer,Point & Click,Crafting,Horror,Action,Turn-Based Combat,Replay Value,Difficult,Side Scroller"
Ryse: Son of Rome,https://store.steampowered.com/app/302510/Ryse_Son_of_Rome,"Hack and Slash,Action,Quick-Time Events,Rome,Historical,Third Person,Singleplayer,Adventure,Gore,Linear,War,Atmospheric,RPG,Nudity,Open World,Multiplayer,Co-op,Benchmark,Short,Fantasy"
Granblue Fantasy: Versus,https://store.steampowered.com/app/1090630/Granblue_Fantasy_Versus,"Action,Anime,2D Fighter,Fighting,PvP,Competitive,Multiplayer,RPG,Fantasy,Sexual Content,Great Soundtrack,Arcade,Local Multiplayer,Singleplayer"
Dark and Light,https://store.steampowered.com/app/529180/Dark_and_Light,"Open World,Survival,Massively Multiplayer,RPG,Sandbox,Adventure,Fantasy,Magic,Early Access,MMORPG,Action,Open World Survival Craft,Multiplayer,Dragons,Simulation,Crafting,Base Building,Medieval,PvP,Singleplayer"
Software Inc.,https://store.steampowered.com/app/362620/Software_Inc,"Early Access,Management,Immersive Sim,Building,Economy,Simulation,Capitalism,Sandbox,Game Development,Indie,Tutorial,Time Management,Character Customization,Software,Programming,Strategy,Automation,Moddable,3D,Procedural Generation"
Planet Nomads,https://store.steampowered.com/app/504050/Planet_Nomads,"Sci-fi,Procedural Generation,Physics,Open World Survival Craft,Driving,Sandbox,Indie,Survival,Voxel,Destruction,Singleplayer,Automation,Aliens,Multiple Endings,Grand Strategy,Realistic,3D,Flight,Crafting,Simulation"
OMSI 2: Steam Edition,https://store.steampowered.com/app/252530/OMSI_2_Steam_Edition,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Moddable,Multiplayer,Casual,TrackIR,First-Person,Open World,Relaxing,Adventure,Replay Value,Family Friendly,Physics,Atmospheric,Management,Cult Classic,Action"
RoboCo,https://store.steampowered.com/app/1067220/RoboCo,"Early Access,Building,Sandbox,Physics,Robots,Simulation,Indie,Education,Funny,Singleplayer,Arcade,Casual,Strategy,3D,Third Person,Cute,VR,Action,Puzzle,Cartoony"
Imperium Romanum Gold Edition,https://store.steampowered.com/app/23400/Imperium_Romanum_Gold_Edition,"Strategy,Simulation,City Builder,Colony Sim,Rome,Singleplayer,Historical"
SYNTHETIK: Legion Rising,https://store.steampowered.com/app/528230/SYNTHETIK_Legion_Rising,"Top-Down Shooter,Roguelite,Indie,Action,Action Roguelike,Online Co-Op,Difficult,Shooter,Co-op,Twin Stick Shooter,Roguelike,Isometric,Robots,Top-Down,Cyberpunk,Bullet Hell,Great Soundtrack,Multiplayer,Singleplayer,Tactical"
Steelrising,https://store.steampowered.com/app/1283400/Steelrising,"Atmospheric,Action,Singleplayer,Third Person,Souls-like,RPG,Adventure,Action RPG,Difficult,Fantasy,Exploration,Character Customization,Story Rich,Soundtrack,Violent,Dark Fantasy,Alternate History,Character Action Game,Action-Adventure,Cinematic"
Evil Dead: The Game,https://store.steampowered.com/app/1493750/Evil_Dead_The_Game,"Gore,Multiplayer,PvP,Horror,Third Person,Team-Based,Demons,Realistic,Co-op,Dark,Atmospheric,Dark Humor,Action,Mystery,Survival Horror,Thriller,Character Customization,Supernatural,Old School,America"
Outer Wilds,https://store.steampowered.com/app/753640/Outer_Wilds,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Indie,Sci-fi,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
Dynopunk,https://store.steampowered.com/app/1596730/Dynopunk,"Crafting,Visual Novel,Management,Dinosaurs,Life Sim,Point & Click,2D,Cyberpunk,Funny,Relaxing,Choices Matter,Multiple Endings,Story Rich,Casual,Simulation,Pixel Graphics,Sci-fi,Atmospheric,Comedy,Adventure"
Mordheim: City of the Damned,https://store.steampowered.com/app/276810/Mordheim_City_of_the_Damned,"Tactical,Games Workshop,RPG,Strategy,Turn-Based,Dark Fantasy,Turn-Based Tactics,Turn-Based Strategy,Multiplayer,Turn-Based Combat,Fantasy,Perma Death,Singleplayer,Medieval,Procedural Generation,Board Game,Indie,Controller,Tactical RPG,Competitive"
Oxygen,https://store.steampowered.com/app/2061430/Oxygen,"Strategy,Base Building,Simulation,City Builder,Survival,Resource Management,Colony Sim,Sandbox,3D,Realistic,Building,Crafting,Economy,Management,Post-apocalyptic,Indie,Open World,Singleplayer,Real Time Tactics,Atmospheric"
Bus Driving Sim 22,https://store.steampowered.com/app/1032700/Bus_Driving_Sim_22,"Simulation,Automobile Sim,Driving,Transportation,Open World,America,Realistic,Multiplayer,Moddable,Immersive Sim,3D,Physics,First-Person,Third Person,Relaxing,PvP,Tutorial,Singleplayer,Controller,Family Friendly"
Spellbook Demonslayers,https://store.steampowered.com/app/2007530/Spellbook_Demonslayers,"Early Access,Dark Fantasy,Score Attack,Top-Down,Singleplayer,Pixel Graphics,Action Roguelike,Bullet Hell,RPG,Roguelike,Arcade,Casual,Top-Down Shooter,Action,2D,Action RPG,Dark,Arena Shooter,PvE,Shoot 'Em Up"
High On Life,https://store.steampowered.com/app/1583230/High_On_Life,"Comedy,FPS,Singleplayer,Adventure,Action-Adventure,Dark Humor,Sexual Content,Sci-fi,Shooter,First-Person,Action,Violent,Story Rich,Gore,Colorful,Combat,Open World,Nudity,Psychological Horror,Multiplayer"
Travellers Rest,https://store.steampowered.com/app/1139980/Travellers_Rest,"Life Sim,Pixel Graphics,Farming Sim,Management,RPG,Immersive Sim,Collectathon,Medieval,Crafting,Building,Fantasy,Isometric,Resource Management,Colorful,Singleplayer,Adventure,Indie,Inventory Management,Early Access,Simulation"
Chippy,https://store.steampowered.com/app/602700/Chippy,"Bullet Hell,Twin Stick Shooter,Arena Shooter,Shoot 'Em Up,Top-Down Shooter,Difficult,Arcade,Shooter,2D,Top-Down,Action,Score Attack,Retro,Abstract,Moddable,Colorful,Pixel Graphics,Space,Destruction,Local Co-Op"
Start Over,https://store.steampowered.com/app/2350020/Start_Over,"Early Access,Survival,Base Building,Crafting,Exploration,Tower Defense,Sandbox,Building,Action,First-Person,Simulation,Relaxing,Adventure,Realistic,Multiplayer,Singleplayer,Action-Adventure,Immersive Sim,Combat,Open World"
Sign of Silence,https://store.steampowered.com/app/1346070/Sign_of_Silence,"Horror,Co-op,Multiplayer,Atmospheric,Singleplayer,Action,4 Player Local,Dark,Adventure,First-Person,Lovecraftian,Character Customization,Multiple Endings,Online Co-Op,Psychological Horror,Local Co-Op,Survival Horror,Action-Adventure,Indie,Local Multiplayer"
DRAGON BALL FighterZ,https://store.steampowered.com/app/678950/DRAGON_BALL_FighterZ,"Fighting,Anime,Action,2D Fighter,Multiplayer,Local Multiplayer,Competitive,Controller,Singleplayer,Arcade,PvP,eSports,Difficult,Fast-Paced,Spectacle fighter,Combat,Beat 'em up,Comic Book,Third Person,Adventure"
The Walking Dead: A New Frontier,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,"Zombies,Story Rich,Choices Matter,Adventure,Post-apocalyptic,Atmospheric,Episodic,Singleplayer,Survival,Gore,Action,Choose Your Own Adventure,Point & Click,Horror,Violent,Drama,Female Protagonist,Comic Book,Visual Novel,Casual"
SONG OF HORROR COMPLETE EDITION,https://store.steampowered.com/app/1096570/SONG_OF_HORROR_COMPLETE_EDITION,"Survival Horror,Adventure,Horror,Lovecraftian,Third Person,Story Rich,Atmospheric,Exploration,Choices Matter,Psychological Horror,Dark,Action,Singleplayer,Cinematic,Investigation,Supernatural,Mature,Replay Value,Action-Adventure,Survival"
Miasma Chronicles,https://store.steampowered.com/app/1649010/Miasma_Chronicles,"Tactical RPG,Tactical,Action,Turn-Based Strategy,Strategy,Turn-Based Tactics,Action-Adventure,Cinematic,Third Person,America,Atmospheric,Dystopian,Futuristic,Lore-Rich,Post-apocalyptic,Robots,Sci-fi,Story Rich,Singleplayer,Violent"
Melvor Idle,https://store.steampowered.com/app/1267910/Melvor_Idle,"Idler,Casual,RPG,Indie,Adventure,Singleplayer,2D,Mining,Minimalist,Cartoon,Automation,Fantasy,Colorful,Early Access,Magic,Demons,Crafting,Point & Click,Combat,Fishing"
Star Survivor,https://store.steampowered.com/app/2060750/Star_Survivor,"Early Access,Singleplayer,Action Roguelike,Deckbuilding,Top-Down Shooter,Action,3D,Roguelite,Space,Bullet Hell,Science,Twin Stick Shooter,Shoot 'Em Up,Arcade,Roguelike,Controller,Shooter,Top-Down,PvE,Casual"
Legendary Tales,https://store.steampowered.com/app/1465070/Legendary_Tales,"VR,Online Co-Op,Gore,Swordplay,Action,Medieval,Fantasy,Magic,Adventure,Action RPG,RPG,Dark Fantasy,Combat,Action-Adventure,Souls-like,Dungeon Crawler,PvE,Early Access,Indie,Simulation"
Chivalry: Medieval Warfare,https://store.steampowered.com/app/219640/Chivalry_Medieval_Warfare,"Medieval,Multiplayer,Action,Gore,First-Person,Swordplay,Violent,PvP,Indie,Third Person,Competitive,Team-Based,Hack and Slash,Co-op,FPS,Historical,Class-Based,Atmospheric,Simulation,Difficult"
Cosmonious High,https://store.steampowered.com/app/1491490/Cosmonious_High,"VR,Adventure,Colorful,Funny,Sci-fi,Singleplayer,Space,Action-Adventure,Sandbox,Walking Simulator,Exploration,3D,Mystery Dungeon,Cute,First-Person,Stylized,Psychedelic,Aliens,Comedy,Artificial Intelligence"
Master Bladesmith,https://store.steampowered.com/app/1194830/Master_Bladesmith,"Action,RPG,VR,Indie,Early Access,Simulation,Crafting,Singleplayer"
Prehistoric Kingdom,https://store.steampowered.com/app/666150/Prehistoric_Kingdom,"Dinosaurs,Management,Simulation,Sandbox,Building,Strategy,Singleplayer,Resource Management,3D,Atmospheric,Economy,Education,God Game,Early Access,Grand Strategy,Sci-fi,RTS,Indie,Science,Adventure"
Shattered Pixel Dungeon,https://store.steampowered.com/app/1769170/Shattered_Pixel_Dungeon,"Traditional Roguelike,Dungeon Crawler,Roguelike,RPG,Turn-Based,Mystery Dungeon,Perma Death,Indie,Difficult,2D,Procedural Generation,Replay Value,Fantasy,Turn-Based Combat,Pixel Graphics,Adventure,Top-Down,Loot,Singleplayer,Crafting"
Onmyoji,https://store.steampowered.com/app/551170/Onmyoji,"RPG,Free to Play,Anime,Strategy,Turn-Based,Adventure,Multiplayer,Fantasy,Early Access,PvP,Mythology"
PIPE by BMX Streets,https://store.steampowered.com/app/815780/PIPE_by_BMX_Streets,"Sports,Simulation,Indie,BMX,Bikes,Open World,Multiplayer,Singleplayer"
Hakuoki: Edo Blossoms,https://store.steampowered.com/app/733340/Hakuoki_Edo_Blossoms,"Otome,Visual Novel,Adventure,Female Protagonist,Anime,Story Rich,Historical,Dating Sim,Mystery"
The Stanley Parable,https://store.steampowered.com/app/221910/The_Stanley_Parable,"Comedy,Narration,Indie,Walking Simulator,First-Person,Funny,Psychological,Satire,Dynamic Narration,Adventure,Exploration,Multiple Endings,Singleplayer,Choices Matter,Story Rich,Short,Surreal,Atmospheric,Puzzle,Casual"
Biped,https://store.steampowered.com/app/1071870/Biped,"Level Editor,Funny,Indie,Physics,Parkour,Open World,Comedy,Action-Adventure,Co-op,Puzzle,Adventure,Sandbox,Action,Atmospheric,Puzzle Platformer,Local Multiplayer,Multiplayer,Casual,Futuristic,Singleplayer"
DARK SOULS™ II,https://store.steampowered.com/app/236430/DARK_SOULS_II,"Souls-like,RPG,Dark Fantasy,Difficult,Action RPG,Action,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,Immersive,PvP,Third Person,Replay Value,Open World,Dark"
Five Nights at Freddy's 3,https://store.steampowered.com/app/354140/Five_Nights_at_Freddys_3,"Horror,Singleplayer,Survival Horror,Robots,First-Person,Psychological Horror,Difficult,Indie,Survival,Strategy,Point & Click,Dark,Atmospheric,Mystery,Action,Simulation,3D Vision,Great Soundtrack,2D,Jump Scare"
Jets'n'Guns 2,https://store.steampowered.com/app/830820/JetsnGuns_2,"Action,Indie,Shoot 'Em Up,Great Soundtrack,Side Scroller,Bullet Hell,Colorful,2D,Violent,War,Early Access,Difficult"
Frozen Flame,https://store.steampowered.com/app/715400/Frozen_Flame,"Early Access,Open World Survival Craft,Adventure,Online Co-Op,Base Building,RPG,Exploration,Open World,Action,Survival,Co-op Campaign,Sandbox,Fantasy,Colorful,PvP,Building,Dark Fantasy,Crafting,Multiplayer,Hack and Slash"
Pro Soccer Online,https://store.steampowered.com/app/1583320/Pro_Soccer_Online,"Sports,Football (Soccer),3D,Multiplayer,eSports,First-Person,Real Time Tactics,Third Person,Early Access,Team-Based,PvP,Character Customization,Competitive,Psychological Horror,Casual,Free to Play"
Beyond The Wire,https://store.steampowered.com/app/1058650/Beyond_The_Wire,"FPS,War,World War I,Military,PvP,Shooter,Tanks,First-Person,Historical,Strategy,Action,Realistic,Simulation,Tactical,Combat,Massively Multiplayer,Atmospheric,Multiplayer,Gore,Indie"
Glimmer in Mirror,https://store.steampowered.com/app/1035760/Glimmer_in_Mirror,"Early Access,Anime,Female Protagonist,Side Scroller,Exploration,2D Platformer,Bullet Hell,Action,Platformer,JRPG,Action RPG,Adventure,Cute,Action-Adventure,Metroidvania,RPG,Fantasy,2D,Indie,Casual"
The Walking Dead,https://store.steampowered.com/app/207610/The_Walking_Dead,"Zombies,Adventure,Story Rich,Point & Click,Episodic,Singleplayer,Choices Matter,Drama,Horror,Emotional,Mature,Atmospheric,Choose Your Own Adventure,Comic Book,Post-apocalyptic,Survival,Quick-Time Events,Gore,Action,Third Person"
Gorilla Tag,https://store.steampowered.com/app/1533390/Gorilla_Tag,"Psychological Horror,VR,Multiplayer,Parkour,Horror,First-Person,Funny,Survival Horror,3D,Action,3D Platformer,PvP,Platformer,Casual,Nature,Physics,6DOF,NSFW,Early Access,Minimalist"
Ancient Warfare 3,https://store.steampowered.com/app/758990/Ancient_Warfare_3,"Sandbox,Action,Simulation,Strategy,Indie,Games Workshop,Early Access,War,Moddable,Singleplayer,Physics,Shooter,FPS,First-Person,Funny,Historical,Zombies,Strategy RPG,Building,Pixel Graphics"
MINDHACK,https://store.steampowered.com/app/1727210/MINDHACK,"Visual Novel,Story Rich,Dystopian,Hacking,Adventure,Dark Humor,Futuristic,Sci-fi,Psychological,Singleplayer,Choose Your Own Adventure,Anime,Indie,Text-Based,First-Person,Choices Matter,Typing,Philosophical,Great Soundtrack,Early Access"
Stronghold: Warlords,https://store.steampowered.com/app/907650/Stronghold_Warlords,"City Builder,Real Time Tactics,Colony Sim,Building,Sandbox,Medieval,Economy,Military,Management,War,Base Building,Strategy,RTS,Real-Time,Historical,Isometric,Top-Down,Open World,Simulation,Resource Management"
Crusader Kings II,https://store.steampowered.com/app/203770/Crusader_Kings_II,"Grand Strategy,Strategy,Medieval,Historical,Political Sim,Simulation,RPG,Sandbox,Multiplayer,Politics,Diplomacy,Singleplayer,Replay Value,Real-Time with Pause,Moddable,Political,Free to Play,Character Customization,RTS,Great Soundtrack"
TRAIL OUT,https://store.steampowered.com/app/1664220/TRAIL_OUT,"Destruction,Racing,Automobile Sim,Vehicular Combat,Combat Racing,Action,Physics,Arcade,Simulation,Singleplayer,PvE,Driving,Casual,Funny,Sports,Local Co-Op,Local Multiplayer,Third Person,Atmospheric,Realistic"
Into the Breach,https://store.steampowered.com/app/590380/Into_the_Breach,"Strategy,Turn-Based Strategy,Indie,Pixel Graphics,Turn-Based Tactics,Mechs,Roguelike,Turn-Based,Puzzle,Sci-fi,Roguelite,Singleplayer,Tactical,Turn-Based Combat,RPG,Isometric,Simulation,Replay Value,Procedural Generation,Great Soundtrack"
Descenders,https://store.steampowered.com/app/681280/Descenders,"Sports,Racing,Cycling,Action,Bikes,Multiplayer,Great Soundtrack,Procedural Generation,Roguelite,Open World,Simulation,BMX,Fast-Paced,Moddable,Physics,Addictive,Beautiful,Difficult,Relaxing,Competitive"
Rune Classic,https://store.steampowered.com/app/210950/Rune_Classic,"Action,Adventure,Third Person,Classic,Hack and Slash,Vikings,Gore,Multiplayer,Singleplayer,Mythology,Fantasy,RPG,Nostalgia"
Darkest Dungeon® II,https://store.steampowered.com/app/1940340/Darkest_Dungeon_II,"Turn-Based Tactics,Dark Fantasy,Roguelite,Dungeon Crawler,Lovecraftian,Singleplayer,Perma Death,CRPG,Story Rich,2D,Hand-drawn,Turn-Based,Roguelike,Procedural Generation,Gothic,Party-Based RPG,Turn-Based Strategy,Turn-Based Combat,RPG,Stylized"
Mansions of Madness,https://store.steampowered.com/app/478980/Mansions_of_Madness,"Adventure,Strategy,Board Game,Lovecraftian,Free to Play,Card Game,Horror,Co-op"
SuchArt: Genius Artist Simulator,https://store.steampowered.com/app/1293180/SuchArt_Genius_Artist_Simulator,"Design & Illustration,Immersive Sim,Sandbox,FPS,3D,Management,First-Person,Cute,Relaxing,Funny,Casual,Simulation,Realistic,Colorful,Family Friendly,Atmospheric,Singleplayer,Cozy,Wholesome,Indie"
Sea Dogs: To Each His Own - Pirate Open World RPG,https://store.steampowered.com/app/223330/Sea_Dogs_To_Each_His_Own__Pirate_Open_World_RPG,"Pirates,Naval,RPG,Sandbox,Naval Combat,Sailing,Action RPG,Third Person,Character Customization,3D,Historical,Romance,Open World,Choices Matter,Action,Story Rich,Singleplayer,Multiple Endings,Replay Value,Adventure"
Spike Volleyball,https://store.steampowered.com/app/738550/Spike_Volleyball,"Sports,Volleyball,Simulation,Relaxing,Singleplayer,Multiplayer,Strategy,Indie,Casual,Realistic,Sandbox,Management,Family Friendly,First-Person"
Through the Ages,https://store.steampowered.com/app/758370/Through_the_Ages,"Strategy,Board Game,Tabletop,Card Game,Historical,Multiplayer,Turn-Based Strategy,Singleplayer,2D,Resource Management,Turn-Based,Simulation,Economy,Politics,Competitive,Replay Value,Stylized,Tactical,Turn-Based Tactics,Asynchronous Multiplayer"
Zero Hour,https://store.steampowered.com/app/1359090/Zero_Hour,"Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,3D,Combat,PvE,Violent,Early Access"
Your Turn To Die -Death Game By Majority-,https://store.steampowered.com/app/2067780/Your_Turn_To_Die_Death_Game_By_Majority,"Early Access,Female Protagonist,Multiple Endings,Dark,Singleplayer,Choose Your Own Adventure,Point & Click,Mystery,Interactive Fiction,Survival,Psychological,Adventure,Survival Horror,Anime,Psychological Horror,Pixel Graphics,2D,Story Rich,Comic Book,Colorful"
Revolution Under Siege Gold,https://store.steampowered.com/app/374380/Revolution_Under_Siege_Gold,"Strategy,Simulation,Wargame,Historical,Grand Strategy,Turn-Based Strategy,Turn-Based,Replay Value,Singleplayer,Multiplayer"
Lumberjack's Dynasty,https://store.steampowered.com/app/968970/Lumberjacks_Dynasty,"Simulation,Building,Crafting,Open World,Multiplayer,Automobile Sim,Driving,First-Person,Singleplayer,Realistic,Nature,Relaxing,RPG,Exploration,Atmospheric,Family Friendly,Casual,Adventure,Early Access,Life Sim"
Fruit Ninja VR,https://store.steampowered.com/app/486780/Fruit_Ninja_VR,"VR,Swordplay,Action,Memes,Physics,Simulation,Singleplayer,Cartoony,Casual,First-Person,Colorful,Family Friendly,Ninja,Combat,Score Attack,3D,Fighting,Sports,Free to Play,Hack and Slash"
Budget Cuts,https://store.steampowered.com/app/400940/Budget_Cuts,"Action,Adventure,VR,Indie,Stealth,Singleplayer,Robots,Horror,Colorful,First-Person,FPS,Psychological Horror,Sci-fi,Atmospheric"
Dread Hunger,https://store.steampowered.com/app/1418630/Dread_Hunger,"Multiplayer,Survival,Online Co-Op,Social Deduction,Co-op,Horror,Psychological,PvP,Team-Based,Strategy,Gore,Indie,Funny,Action,Difficult,First-Person,Dark,Adventure,Blood,Atmospheric"
Strange Horticulture,https://store.steampowered.com/app/1574580/Strange_Horticulture,"Mystery,Puzzle,Exploration,Nature,Investigation,Relaxing,2D,Detective,Choices Matter,Multiple Endings,Story Rich,Simulation,Lovecraftian,Atmospheric,Adventure,Dark,Point & Click,Conversation,Alternate History,Colorful"
WRC Generations – The FIA WRC Official Game,https://store.steampowered.com/app/1953520/WRC_Generations__The_FIA_WRC_Official_Game,"Racing,Simulation,Realistic,PvP,Co-op,Multiplayer,Online Co-Op,Singleplayer,3D,Automobile Sim,Cinematic,Colorful,Driving,Competitive,eSports,First-Person,Offroad,Management,Physics,Score Attack"
Global City,https://store.steampowered.com/app/1731270/Global_City,"City Builder,Strategy,Building,Time Management,Resource Management,Simulation,Economy,Modern,Crafting,Multiplayer,Casual,Management,Grand Strategy,Capitalism,Isometric,Farming Sim,Colorful,Strategy RPG,Singleplayer,Inventory Management"
Shogun Showdown,https://store.steampowered.com/app/2084000/Shogun_Showdown,"Indie,Strategy,Turn-Based Strategy,Roguelike,Pixel Graphics,Turn-Based Combat,Medieval,Turn-Based,Strategy RPG,RPG,Roguelite,Singleplayer,Replay Value,Difficult,2D,Card Game,Roguelike Deckbuilder,Tactical RPG,Turn-Based Tactics,Early Access"
100% Orange Juice,https://store.steampowered.com/app/282800/100_Orange_Juice,"Anime,Board Game,Cute,Multiplayer,Strategy,Card Game,Turn-Based,Indie,Casual,Funny,Great Soundtrack,Co-op,Singleplayer,Female Protagonist,Difficult,Memes,2D,Family Friendly,Comedy,Survival Horror"
Urbek City Builder,https://store.steampowered.com/app/1411740/Urbek_City_Builder,"City Builder,Building,Management,Simulation,Strategy,Sandbox,Economy,Resource Management,Voxel,Political Sim,Singleplayer,Agriculture,Replay Value,Puzzle,Procedural Generation,Atmospheric,Minimalist,Family Friendly,Modern,Indie"
The Darkest Tales,https://store.steampowered.com/app/1307690/The_Darkest_Tales,"Dark Fantasy,Adventure,Platformer,Action-Adventure,Action,2D Platformer,Horror,Atmospheric,Metroidvania,Dark,Surreal,Character Action Game,Cute,Story Rich,Magic,Singleplayer,Hack and Slash,Supernatural,Emotional,Controller"
Blue Fire,https://store.steampowered.com/app/1220150/Blue_Fire,"Action,Adventure,Indie,Platformer,Singleplayer,3D Platformer,Action-Adventure,Precision Platformer,Souls-like,Mystery Dungeon,3D,Minimalist,Fantasy,Dark Fantasy,Magic,Hack and Slash,Atmospheric,Surreal,Combat,Swordplay"
Punch Club,https://store.steampowered.com/app/394310/Punch_Club,"Management,Time Management,Boxing,Pixel Graphics,Beat 'em up,RPG,2D Fighter,Fighting,Sports,Arcade,Simulation,Story Rich,Choices Matter,2D,Funny,Retro,Cartoony,Action,Atmospheric,1990's"
Necrosmith,https://store.steampowered.com/app/1949190/Necrosmith,"Zombies,Action Roguelike,Bullet Hell,Tower Defense,Vampire,Roguelite,Strategy,2D,Top-Down,Simulation,Roguelike,Pixel Graphics,Dark Fantasy,Magic,Old School,Werewolves,Combat,Singleplayer,Exploration,Supernatural"
Ultrawings 2,https://store.steampowered.com/app/1485140/Ultrawings_2,"Simulation,Flight,VR,Atmospheric,Military,Relaxing,War,Combat,Open World,Physics,PvE,Vehicular Combat,Singleplayer,PvP,Multiplayer,Immersive Sim,Sandbox,6DOF,Adventure,Early Access"
Serious Sam Fusion 2017 (beta),https://store.steampowered.com/app/564310/Serious_Sam_Fusion_2017_beta,"Action,FPS,Indie,Gore,Multiplayer,First-Person,Co-op,VR,Violent,Shooter,Comedy,Singleplayer,Funny,Great Soundtrack,Online Co-Op,Classic,Difficult,Arena Shooter,Local Co-Op,Local Multiplayer"
The Crown of Leaves,https://store.steampowered.com/app/604330/The_Crown_of_Leaves,"Adventure,Visual Novel,Indie,Story Rich,Point & Click,Fantasy,Atmospheric,Choices Matter,Singleplayer,2D,Hand-drawn,Mystery,Puzzle,Dark,Emotional,Nonlinear,Colorful,LGBTQ+,Casual,Funny"
